id;description;C2A
1152546918117063;Ja die DDR lässt überall grüßen, ich wundere mich auch jeden Tag. Zensur, Einheitsmeinung, Volksentscheid unerwünscht. Propaganda-Medien. und eine durchgeknallte Staatsratsvorsitzende....;FALSE
961015820603508;"klar wirds geschluckt, juckt doch den Schlafmichel nicht a la ""Uns gehts doch alle gut""";FALSE
1096026437102445;Ich denke die wissen genau was sie tun.;FALSE
1105436602828095;es ist schade um die armen schweineköpfe, dafür sind die viel zu schade. rausschmeißen, diese oberschmarotzer;TRUE
1010221582349598;https://jhaines6a.wordpress.com/2015/11/16/final-nail-beyond-belief-j/         Matthias so unrecht scheinst vllt gar nicht zu haben, wenn das hier nur annähern stimmen sollte :(;FALSE
982708345100922;Danke an Ungarn...Euch gehört jegliche Unterstützung anstatt diesem Asylantenpack....;FALSE
1055080734530349;http://www.bild.de/regional/koeln/blaeck-foeoess/tochter-von-blaeck-foesss-gitarrist-verpruegelt-44466414.bild.html                 Die Polizei konnte den Haupttäter festnehmen: Yussuf B. (24, Name geändert). Einschlägig bekannt, 20 Einträge quer durch das Gesetzbuch. Gegen ihn wird nun ermittelt.;FALSE
945981125440311;"die sollten sich von den skandinavischen gruppenvergewaltigungsopfern tips geben lassen,wie man das blut aus den klamotten bekommt!
eigentlich traurig,dass man solche beispiele bringen muss! :-(
linda aus oslo ist ein schlimmesbld u läßt nur ansatzweise erahnen,was sie durchgemacht haben muss.... :-/";FALSE
982671735104583;Frag doch mal das Serbische Volk wieviel Flüchtlinge sie aufnehmen wollen Svenja?;TRUE
1010701388968284;"Muddi versteckelt sich! ;-)";FALSE
862018940503197;Weil eh jeder von euch geistigen Dünnbrettbohrern verloren ist, liebe Angie :);FALSE
982667288438361;Ihr seid einfach nicht ganz bei Trost! Mehr fällt mir dazu echt nicht ein. So ein Blödsinn ... Ich kann es nicht mehr lesen. Ich schäme mich zutiefst für Leute wie euch!;FALSE
1105439379494484;vergrabt ein totes Schwein, hat in Spanien auch den Bau der Moschee verhindert.;TRUE
882681638436927;Richtig so;FALSE
876248312413593;Genau deiner Meinung. Aber die sind zu teuer;FALSE
977036685668088;wie sieht das eigentlich mit Wahlrecht und Flüchtlingen aus=)na Prost Mahlzeit!!!!!!!!!!!!!!!!!!!;FALSE
946634062041684;Wenn die auf dem Mittelmeer von der Marine aufgesammelt werden, sollte man die gleich wieder nach Afrika zurück bringen und nicht nach Europa;TRUE
855018004536624;^^ hat er selbst geschrieben....ob er das auch singt ??;FALSE
1035121239859632;"wir sind brüder und schwestern und lassen uns von so einem, wie hat er immer gesagt "" ARSCHLOCH"" nicht trennen und von unserem weg abbringen -- deshalb auch noch viel mut und kraft für 2016";FALSE
1035155493189540;Erfahren wir nächsten Montag,siehe Livestream Rede von Lutz;FALSE
1052520624786360;Wo kommen eigentlich die über 10 000 Gegendemonstranten her, wenn man nur ein paar Duzend sieht?;FALSE
855023147869443;Wechsel den Arzt!;TRUE
1055329467838809;und wie;FALSE
935351449836612;nein natürlich nicht, dies gehört alles zu Deutschland .;FALSE
1052382978133458;Unsere Regierung wer sonst;FALSE
1063251137046642;einer weniger, bingo;FALSE
1063418253696597;nein, ich glaube, ich denke, wenn sich noch mehr solche Fälle ereignen, in Finnland, Schweden, Dänemark, in Deutschland, die Staaten sind gezwungen Massnahmen zu ergreifen,>>> die sie selbst,... jetzt noch<<< sich nicht leisten können - Mir scheint, die schlimmsten Aggressoren sind im Moment die Presse. Ich habe eine kleine Mitteilung an Spiegelonline gelassen ...u.a. es ist erschreckend mit welcher Geschwindigkeit der Spiegel sich von den  gesunden journalistischen Werten der Gründer des Spiegels entfernt ....Sie schämen sich nicht Ihr eigenes Volk weltweit in den Dreck zu ziehe, ... wer hätte das gedacht vor 50 Jahren ...;FALSE
1010212449017178;"Ganz ehrlich, ich habe gar nichts anderes erwartet... Du hättest es filmen und dann bei Merkel und anderen europäischen Staatschef auf den FB-Seiten posten müssen... Die sollen ruhig merken, dass wir mitbekommen, dass deren Worte nur Seifenblasen sind ;-)";FALSE
982679791770444;"60 Millionen Menschen sind auf der Flucht !!!
Die braucht keiner aufhalten. Es gibt genügend Deutsche die sich darauf freuen, dass alle zu uns kommen ... siehe Frau Merkel mit Gefolge und so nette Menschen wie eine Anke Schneider !!!";FALSE
935767526461671;Ok noch so ein paar Vertreter der Waldorfschule :/;FALSE
861957967175961;joooo,leipzig löst sich auf !!!!!! so wat blödes habe ich noch niiiie gelesen/ gehört lol;FALSE
1063638933674529;Berlin schneidet nicht allzu gut an..... haben die etwa Bundesregierung teilnehmen lassen...;FALSE
855112724527152;sehr geil,endlich scheint pegida in die richtige richtung zu gehen (y);FALSE
855028691202222;:-);FALSE
882741251764299;Na und? In China ist ein Sack Reis umgefallen.......!;FALSE
1063660390339050;"Wo es am ""Dunkelrötesten"" ist sind die meisten Ausländer, es ist einfach so.";FALSE
985375671500856;Es sieht wunderschön aus... Genau wie damals. Weiter so...;FALSE
982699335101823;Die verdammten Drecksvölker,und Deutschland will sich das Dreckspack ins Land holen!;FALSE
855146984523726;oh oh das ist ja wohl Mega Peinlich. Erst dem Rassismus vorschieben , am besten einem Pegida Anhänger und dann war es der eigene Zimmer Asylbewerber aus Erithrea . Scheiße ,aber wo ist jetzt das Gedenken und Nachdenken?;FALSE
876284275743330;Die Arbeitsagentur sollte ganz kleine Brötchen backen. Diese Herrschaften sind nicht mal in der Lage, ältere deutsche Arbeitslose mit guter Ausbildung wieder in Lohn und Brot zu vermitteln. Das wollen die dann mit den Heerscharen zumeist ungebildeter Zuwanderer schaffen, die noch nicht mal die deutsche Sprache beherrschen? Die dafür sorgen, dass das Lohndumping in diesem Land noch weiter voranschreitet? Ich kann es nicht begreifen, dass die arbeitende Bevölkerung in Deutschland sich immer weiter ausbeuten lässt.;FALSE
982648211773602;und warum kaempfen die deserteure nicht in ihrem land ?!;FALSE
1012926712079085;Wir wollen aber mal nicht vergessen, das dieser Zentralrat sonst Gifts und Galle gegen jedes und jeden speit und immer mit dem Zeigefinger Richtung Auschwitz !  Jetzt scheint denen nur die Alternative schlechter als die -Nazis- Sollte sich das Problem erledigen, dann sind wir wieder alle schlechte Nazis für die !;FALSE
925336694171421;Was hier ab geht unvorstellbar,wer hat solche Politikversager,doofe Gutmenschen,Gruenen und Linken gezuechtet?Ich glaube die kommen aus dem All und haben uns verseucht.;FALSE
1052580658113690;Wer was wählt ist mir Wurscht! Es muss jeder damit leben was er gewählt hat!;FALSE
879385778766513;"Heutzutage ist staendig zu hören, dass wegen die Veraelterung unserer Gesellschaft fehlen (jungen) Arbeitskraeften, also wir benötigen Einwanderern.
Auch das zu hören ist, dass der Grund des Verbrechens im Gettos ist das, dass die dort lebende junge Leute keine Arbeit haben.
Leider, diesen zwei Behauptungen erzaehlen uns die Politiker (zwar aus verschiedenen Partteien, wohl aber von dem alten Parteiblock)  in verschiedenen Plaetzen und Zeiten.
Wie könnte man das erreichen, dass den obigen Begründungen ein Politiker sagt in dem selben Ort und der selben Zeit?";FALSE
1063454330359656;"Da flüchtet nun Einer um in Deutschland abgemurkst zu werden. Unklar. Die bringen ihre ganzen unlösbaren Probleme mit hierher. Da kann man es wörtlich nehmen, ""ich sehe schwarz"".";FALSE
1096067363765019;Setzt endlich die Waffen ein. Es geht nicht mehr anders. Das sind keine Menschen. Menschen verhalten sich menschlich.;TRUE
1111813688857053;"""„Ohne einen Cent in der Hand, das ist menschenunwürdig“""

Sagen diejenigen, die die geplante Bargeldabschaffung beklatschen....

Idioten allesamt.";FALSE
982682591770164;Herr Battermann, wieso nur Deutschland ?;FALSE
1063788626992893;Antje Korwes Hauptsache sie bückbetet regelmäßig freitags.;FALSE
1011292258909197;"Helmut Bue!
https://goo.gl/photos/AveZoJB26YZDSa8R9";FALSE
887995067905584;Ich hab auch die Schnauze voll, aber deshalb wähle ich noch lange nicht die NPD ?;FALSE
1111610172210738;Die sind aber sehr rare Erscheinungen mittlerweile ??????????;FALSE
1105708132800942;https://www.facebook.com/LiebezurFreiheit/videos/1608625352794802/;FALSE
1035162073188882;Auch der Osten wird bald vollständig mit dieser kulturellen Bereicherung gesegnet sein. Merkel und ihre korrupten Helferlein arbeiten grad fleißig daran. Jeden Tag strömen tausende illegale Einwanderer in's Land und werden flächendeckend in Position gebracht. Die Migrationsbombe ist bereits gelegt. Es fehlt nur noch der Zünder.;FALSE
1105401316164957;der kann seine Moschee in der Türkei bauen,Dresden ist Pegidaland;FALSE
985356501502773;Herrlich, ich bin begeistert ???? Noch lieber wäre es mir, wenn ich wieder selbst dabei sein könnte.....;FALSE
1056501931054896;??eher friert die Hölle zu? Oder der Papst bekennt sich zum Islam!??;FALSE
982685341769889;PS: Und die Aasgeier.. äähhhm,Journalisten,kreisen gierig um dieses Spektakel,um die Wahrheit umzulügen.;FALSE
1111345025570586;Was die wollen oder nicht uninteressant die sollen die fresse halten Einführung ist richtig und zwar überall;FALSE
982677415104015;"Es ist klar das solche Leute wie du Anke Schneider die Gewaltbereitschaft z.B. an der Serbisch-Ungarischen Grenze nicht seht !!! Ist aber auch klar wenn man ne rosarote Brille aufhat ;-)";FALSE
855048647866893;"Einigt euch, all die gida's! Einigung auf einen Tag aller gida's (die können nich überall gegen demonstrieren) Reduzierung auf wichtige und sinnvolle punkte!
Distanziert euch von Rechten!
Wie soll es weiter gehen? 
Wenn das soweit geklärt ist, bin ich wieder mit am set ;-)";TRUE
862117110493380;https://www.facebook.com/photo.php?fbid=1032839173398109&set=a.634481576567206.1073741825.100000161078514&type=1;FALSE
1007138152657941;"Bereits jetzt klappert die bunte Schleppermarine regelmäßig die afrikanischen Mittelmeer-Strände ab (die Zeiten sind an jeder Hütte angeschlagen), um dort ""Flüchtlinge"" direkt vom Strand zu zupfen (""retten"") und über Lampedusa ins bunte Land zu karren; da dürfte es keinerlei Probleme geben, das Einsatzgebiet auf anderswo winkende Menschenschlächter ""in Not"" zu erweitern.";FALSE
935893156449108;Ja war klar das solche Kommentare kommen. Renn  weiter den falschen Anhängern hinterher. Würden die meisten richtige Bücher lesen und sich mit Geschichte der Welt beschäftigen, wurdes es ein solches Geschwätz, was man heute als Kommentare betitelt, nicht geben. Aber GottseiDank haben wir Youtube und falsche Propheten.;FALSE
1134071733297915;Am besten lernst du die kennen zu Silvester in Köln ...;FALSE
876337195738038;Wir brauchen keine Fachkräfte aus dem Ausland wir brauchen Einen Staat der uns Jugendliche zu Fachkräften macht ...;TRUE
1112167362155019;lass es einfach...;FALSE
1007332832638473;Endlich hat es einer mehr begriffen,endschuldigung.;FALSE
960870760618014;"Dem Sehofer glaube ich kein Wort 
Er redet nur tut aber nix";FALSE
1095977753773980;Aber unsere Regierung läd doch alle ein;FALSE
1069221646449591;Der Mannn ist völlig verwirrt, sein Gedächtnis funktioniert nicht - das nennt man frühsenil. Die Petition zum Verboi der Grünen gibt es hier:  change.org   °\°;FALSE
982649958440094;Und weil sie aus einem Land in Ungarn einfallen wollen, in dem sie sicher sind!;FALSE
876297665741991;Was für Fachkräfte?;FALSE
876286365743121;Ich habe selten so einen Blödsinn gelesen *facepalm*;FALSE
1105400719498350;Auf Volksabstimmung scheißen die einen großen Haufen.;FALSE
1012419675463122;Gunder Stürmer: nur wenn sie eine burka tragen!;FALSE
862015783836846;Und es ist auch nötig, dass hier etwas passiert. Dieses hohle Geschwafel ist nicht mehr ertragbar. Leute wacht auf und kommt am 9.2., jeder ist wichtig, der gegen diese Staatsmachenschaften demonstriert.;TRUE
1010181409020282;...und die Franzosen machen es vor.. die labern nicht... die Handeln!!!!;FALSE
1095915833780172;Das weiß ich trotzdem unglaublich was hier mittlerweile los ist in Europa beziehungsweise Deutschland!!!;FALSE
945356972169393;Leute, das ist nicht neu. Als ich in Marburg an der Uni war haben die linken, die in Frankfurt gegen die startbahn West demonstriert haben, nehmt Sozialamt das fahrgeld abgeholt - Grund: Demonstrationsrecht, sind dann zusammen mit ihrem alten Auto hingefahru und haben so noch daran verdient. Ist halt so. Und als rechts gilt, wer selber für den lebensunterhalt arbeitet, seine Kinder selber finanziert, Bildung erwirbt, usw.;FALSE
982690378436052;"Ramon,klappe. 
Das sind eben Fachkräfte. Hochqualifiziert. Die werden unser Land retten.*ironieoff * die einzigen die wirklich Arbeit dann haben sind unsere Polizei und Feuerwehr. Weil es hier auch bald brennt";FALSE
1107503942621361;Das hätte man schon in Lahr tun können  ,leider geschah nicht   ??;FALSE
991241834247573;Dresden ist schon der Hammer. Muß man Neidlos anerkennen!;FALSE
1012294262142330;Und ich esse jetzt ein Zigeunerschnitzel.;FALSE
1035120999859656;ich habe gehofft in Frankreich passiert etwas. Da sah es auch erst gut aus und dann doch wieder nix mit der Le Pen....und hier wird das gleiche sein. Frankreich hat schon länger und noch schlimmere Probleme mit dem Thema.;FALSE
1011593608879062;"Hallo Herr Bue, was Sie hier anführen stimmt schon in einigen Teilen. Terror ist immer verwerflich, egal von welcher Religion, Glaubensrichtung usw. und auch ich halte das für menschenverachtend und schoflich. Wenn aber die Menschen hier, ob des großen Flüchtlingsstromes und des unkontrollierten Einfalls nach Deutschland fordern, das so etwas in geregelten Formen erfolgen muß und dann von der Regierungselite nicht gehört wird, weil Meinungsumfragen und Bürgerbedenken nicht interessieren ! Wie ,bitteschön , soll man sich da anders verhalten, als den Protest auf die Straße zu bringen? Es geht doch nicht darum, generell Kriegsflüchtlingen nicht helfen zu wollen, die Betonung liegt auf ""Kriegs....."". Diese Leute brauchen Hilfe, keine Frage. Aber, wieviele sind echte Kriegsflüchtlinge? Wer aus solchen Krisengebieten kommt, der ist froh,in Sicherheit zu sein. Aber wer sich nicht registrieren lässt, den Hilfskräften Essen vor die Beine wirft, sich benimmt wie die Axt im Walde (das sind fundierte Tatsachen), was soll man von denen halten? Ich habe auf noch keiner Pegidademo    etwas von Selbstjustiz und Aufruf zum Terror gehört, sondern nur von zivilen Ungehorsam. Aber wen wunderts? Schon der große Reformator Luther  prägte den Spruch:"" Dem  Volk mehr auf schauen...."" Aber das Volk wird ja nicht gehört!";FALSE
982660488439041;Jetzt heisst es Deutsche Bewaffnet Euch es wird Krieg geben!!Einen großen Dank an UNGARN-weiter so.;TRUE
861983417173416;32 Mio is klar :-);FALSE
888393977865693;Wenn man von Links in die Mitte rückt ist es immer ein Rechtsruck, ganz normal, heißt aber nicht das es schlecht ist??;FALSE
1012942258744197;unterzeichnet https://www.openpetition.de/petition/online/wiedereinfuehrung-der-grenzkontrollen-an-den-deutschen-landesgrenzen;TRUE
1064711223567300;Das kommt weil in den Schulen lieber Gehirnwäsche betrieben wird, statt grundlegende Dinge zu lehren...;FALSE
882999125071845;Ausschreitungen gibt es nur bei der ANTIFA !!!;FALSE
1078364705535285;braunes Pack...;FALSE
862017213836703;ihr langweilt uns...;FALSE
1111603688878053;Großartig....;FALSE
1096075333764222;N Träcker mit 'nem Güllefass. Ruck Zuck ist die Staße frei.;TRUE
1012254508812972;"Aus Rücksicht auf die vielen muslimischen Flüchtlinge muss man arabische Sprache überall verwenden und anstatt ""Weihnachtsmarkt""  einfach ""pazar"" schreiben, deutsche Sprache wird sowieso viel zu rassistisch klingen";FALSE
882702818434809;Bestimmt wenigstens mit der rechten Hand.;FALSE
991246860913737;Wow.Da macht die Pause und der Rest von der Spätschicht spass.Danke DD;FALSE
1063307113707711;Alles gut.Kein Deutscher Bürger zu Schaden gekommen.;FALSE
1012430108795412;Wo satiere drauf steht ist satiere drin..koppauftischhau;FALSE
951563451548745;so muss das aussehen wie in ungarn. aber hier werden sie in wohnsiedlungen usw. gebracht...damit wir deutschen denen näher sind und freundschaften schliessen...mal zum kaffee einladen und schach spielen, messer werfen...;FALSE
1043762332328856;Hashim Rehman oh ein Klugscheißer! Wissen macht Ah! gelle?;FALSE
989386511099772;Hört euch mal das Gequatsche der Grünen im ZDF an , Frau Göring  hat einen Knall;FALSE
985359361502487;Wir sind schon großartig;FALSE
1111392252232530;"Ein  kleiner Teil der ""Wandervögel"" sind ""Flüchtlinge"" und ein noch sehr viel kleinerer Teil ist überhaupt nach geltendem Recht asylberechtigt! Aber welche Rolle spielt noch geltendes Recht in diesem Deutschland, wenn es nicht gegen Deutsche geht?";FALSE
855028371202254;hau hab mit legida sind doch alles nasis;TRUE
876292022409222;Fachkräfte aus dem Ausland sind auch schön Billig ( Ausbildungskossten eingespart). Die werden Natürlich nicht in Ihren eigenen Ländern Gebraucht.Ja so sind die Deutschen alles von besten haben wollen, Zahlen sollen aber die anderen.;FALSE
991242967580793;"Wiedermal super Bilder, Dresden steht für alle Patrioten Deutschlands die es nicht still hinnehmen wollen, das unsere Heimat von radikalen Muslimen besetzt wird.
Lg aus Potsdam";FALSE
1152516391453449;Ich hätte da auch ohne AFD Mitglied zu sein, nicht mit gemacht....;FALSE
1111994365505652;Ich hätte da gern eine PN.;FALSE
1038910342814055;Natuerlich Regime;FALSE
991242654247491;Viel Spaß, beste Grüße aus MV. ??;FALSE
1012586458779777;Jawohl Frau Päßler, Sie sind eine anständige und gebildete Person. Aber sind Sie auch eine gute Deutsche?;FALSE
1056495721055517;Im leben nicht????????;FALSE
1105797579458664;In diesen Ländern ist der Glauben doch der im Koran steht. Und das ist aber nicht Deutschland !! Deutschland hat eine ANDERE Glaubensrichtung. Da nur ein Paar Politiker finden das der Islam zu Deutschland gehört. Muß ja nicht der Bürger für den Islam sein. Und da der jenige der den Islam huldigt muß das ja nicht in Deutschland tun. Er kann das doch in seiner Heimat tun. Wir und ich haben nichts da gegen. Bitte geht doch dort zurück wo ihr 5x am Tag Beten könnt. Eure Feiertage leben könnt. Eben alles was ihr möchtet. Das muß nur nicht in Deutschland sein.!!!!!;TRUE
925405134164577;Schlimm Unbedingt Lesen!       http://www.achgut.com/dadgdx/index.php/dadgd/article/modell_dresden_fuer_rot_rot_gruen_auf_landesebene_und_im_bund;TRUE
991239547581135;sehr stark !!!;FALSE
945877242117366;Hört auf zu Jammern,geht Spazieren!;TRUE
1012443675460722;Hab ich auch gedacht. Ich meine der heißt schon länger so.;FALSE
945728032132287;verdammte korrupte politiker. Alle sollten sehen, wie Ihr das Volk verarscht . Demokratie ??? Verarschung !!!v Leute, geht zur keinen Wahlmehr, solange es keine echte Alternative gibt - Ein gerade pensionierter Leitender Angestellter !;TRUE
1007232352648521;Und wenn schon alle so uneigennützig dort unten zugange sind,  dann sollen sich Europa, Russland und Amerika mal von ihrer besten Seite zeigen, das Land wie damals Deutschland aufteilen und so mit aufbauen helfen, dass die Menschen wieder dort leben können. Das wäre mal ein unserem Jahrhundert würdiger Beitrag, wenn statt Barberei mit Waffen mal was aufgebaut wird. Bezahlen muss der Steuerzahler ja eh, dank Merkel und Co.;TRUE
946048278766929;Mir ist lieber, die versammeln sich in München, als hier in Hamburg, wenn es denn sein muss, hier sind schon viel zu viele von denen.;FALSE
1055247137847042;Da hilft nur nur noch die Fortpflanzung einzudämmen - wie China die ein Kind Politik einführen in den Ländern des Is...m.;TRUE
982741408430949;"Danger Döger  na hoffentlich verstehst du wenigstens was du da ""geschrieben"" hast...";FALSE
1105429586162130;oh,trotdem danke liebe victoria;FALSE
862068807164877;SZ,die haben zu DDR Zeiten ganz andere Lieder gepfiffen....die solln mal schön die Füße stille halten;FALSE
1077844702253952;Welche Seele? Um die müßte sich ein Exorzist kümmern.;FALSE
982644931773930;So schafft man das Problem aus dem Land;FALSE
1010177182354038;"Jo!...erstmal die bescheuerten 
Koran-Verteilstände weg...Burka-Verbot sowieso...und Meldepflicht ist ein unwiderufliches MUSS; auch für uns!!";TRUE
1134242149947540;Völlig verblödet die alte.. Ich wechsel die Straßenseite, so wie es geht, wenn mir sowas entgegen kommt..;FALSE
1012671508771272;"Ich dachte, Sie verkaufen Sprengstoffkapseln zum Einnehmen 
Rezeptfrei ;)";FALSE
985422278162862;Ja leider und es kommt noch dicker;FALSE
1035197319852024;??????????;FALSE
876405279064563;"Wir brauchen nimand von aussen...
Wir haben einige die es gern machen würden. ... und abgespeist werden mit staplerschein. ..";FALSE
1112114178827004;Beleidigend werden für mich immer Leute,die einer vernünftigen Disskussion nicht fähig sind.;FALSE
862125047159253;der ist ein Teil von dem unsere Kanzlerin meint es gehöre zu uns!;FALSE
935403769831380;Korrektur: Kasachstan als Beispiel für ein Land in dem Frauen Kopftücher tragen ist fehlgeleitet - das Land ist überwiegend muslimisch. Hatte das anders im Kopf - nehmen wir orthodoxe Griechen und Russen als Ersatzbeispiel. So.;FALSE
1056928281012261;ich muß schon sagen, ein guter schnitt bei 1,5 mio einwanderern.........und das innerhalb von einem halben jahr.....alle achtung unsere behörden sind echt schnell......;FALSE
882940931744331;Die typische Zensur bei uns in der Buntland Diktatur: https://www.youtube.com/watch?v=bFOtgXY81XQ&app=desktop;FALSE
1063426477029108;Oh war da einer Rechts- und der andere Linksradikal?;FALSE
1134335326604889;Habe shon vielmals gemacht, Frau Merkel ! Glauben Sie mir- ich will nicht mehr.;FALSE
1134127043292384;Wo bleibt denn Ihre Vorbildwirkung?Hat sie einen Flüchtling bei sich aufgenommen???Im Kanzleramt ist soviel Platz,da können die alle rein;FALSE
1063663243672098;Die Grafik zeigt die Entwicklung deutlich, auch deutlich die Schuldigen.;FALSE
1012244708813952;Zuckerkuchen???;FALSE
882719441766480;einer weniger der uns probleme bereitet;FALSE
927243397314084;Wir im Westen tun immer so als wären wir so schlau ......Dresden zeigt uns wie es geht.......!!;FALSE
1055077094530713;Wo soll das noch hinführen,es reicht;FALSE
1038882306150192;"Hallo Detlef Karg,

Ihr Beitrag: Hallo MirKo Faust

Zu ihrem letzten Absatz,das habe ich mich auch gefragt, diese ganze Politiker -Elite,muss abgesetzt werden. Da werden unsere Frauen begrabscht und bestohlren, da sieht man ein kleines Haeufchen aengstlicher Poliziten, machen 2-3 Verhaftungen wo nichts bei raus kommt, und dann spricht DIESE FRAU A.M.von Rechten!, ist die denn total Ausgeflipt. Ich bin nicht von der Pegida, aber die haben Recht.";FALSE
1056949434343479;Kommt der Flieger leer zurück????;FALSE
882680488437042;einfach zu viel gerede. hauptsache wieder einer weniger...??;FALSE
945838798787877;Dann soll man mich als Nazi bezeichnen, ich weiß wer ich bin und nur das zählt.  Ich bin Deutsch, ein Patriot der zu seinem Land und seiner Kultur steht.;FALSE
855043971200694;Lasst grönemeier rum jaulen. ..früher  war er mal besser. ...schon ist  es eine Schande  für die Stadt  das man solche Leute  holen  muss ....sonst kommen  ja nicht  mehr viele zu gegen  Demo... auf geht's pegida. ...jetzt erst recht;TRUE
1007262735978816;und immer an die eigene NASE fassen........  !;FALSE
1105416192830136;Alexander Czech;FALSE
855048264533598;"Hoffentlich passiert Montag nichts bei diesen Idioten hier :
http://www.antifa.de/cms/content/view/2453/1/";FALSE
1056971781007911;Genau das Gleich ist mir auch gerade durch den Kopf gegangen. Die sind schneller zurück als der Rückflug gedauert hat. Außerdem rücken für jeden abgeschobenen Flüchtling gleich 500 neue nach...In son Airbus A380 passen 500 bis 800 Leute rein. Das würde ich eine Massenabschiebung nennen, aber 127...;FALSE
994475803924176;Die Mehrheit des Deutschen Volkes will kein Multikulti und will auch keine Asylforderer. Die kommenden Landtagswahlen werden diese Aussage bestätigen. Dann bekommen die etablierten Altparteien hoffentlich die Klatsche, die diese Volksverräter verdienen. Und lieber deutscher Michel lass dir nicht von denen da oben, erzählen, dass sich dieses Asylchaos zum Nulltarif finanziert. Jetzt finanziert das der Staat auf Pump. Doch nach den Wahlen kommt für uns die nächste Katastrophe, Steuererhöhungen und Erhöhungen der Krankenkassenbeiträge. Das können wir nur ändern bzw. verhindern, wenn wir endlich mal richtig wählen. Es gibt doch eine Alternative. Nutzen wir diese Chance. Verändern wir dieses Land zum Guten.;TRUE
