?	O
	
ihr	B-compliment
seid	I-compliment
gut	I-compliment
doch	O
die	O
aussenseiter	O
sind	O
besser	O
	
ich	O
nin	O
ein	O
mädchen	O
und	O
brauche	O
10	O
-	O
15	O
min	O
im	O
bad	O
	
aber	O
echt	O
	
Himmelstern	O
ö	O
	
ich	O
brauche	O
nur	O
15	O
Minuten	O
im	O
Bad	O
	
Ich	O
möchte	O
gerne	O
ein	O
Video	O
zum	O
Augen	O
make-up	O
:))	O
	
Dann	O
schau	O
sie	O
dir	O
nicht	O
an	O
!!	O
So	O
einfach	O
!	O
	
tolles	B-positive_feedback
video	I-positive_feedback
und	O
deine	B-compliment
Haare	I-compliment
sind	I-compliment
wunderschön	I-compliment
:)	I-compliment
	
Roman	O
Du	O
suchti	O
Heiko	O
aber	O
auch	O
:P	O
	
Ich	O
auch	O
xD	O
	
Hallo	O
Leute	O
	
Adele	O
*	O
	
ihr	B-affection_declaration
seit	I-affection_declaration
so	I-affection_declaration
cool	I-affection_declaration
😍	I-affection_declaration
😌	I-affection_declaration
	
+	O
Grischistudios	O
Yeah	O
Leute	O
ich	O
mache	O
Musik	O
schaut	O
mal	O
vorbei	O
würde	O
mich	O
besonders	O
freuen	O
=)	O
	
Ihr	B-compliment
könnt	I-compliment
wirklich	I-compliment
gut	I-compliment
singen	I-compliment
.	O
Ich	B-group_membership
bin	I-group_membership
wirklich	I-group_membership
euer	I-group_membership
größter	I-group_membership
Fan	I-group_membership
von	I-group_membership
euch	I-group_membership
😄	I-group_membership
	
Ich	O
	
😍	B-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
HEIKOOO	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	I-affection_declaration
😍	O
	
respekt	B-compliment
:O	I-compliment
	
#Snapchatarmy	O
@heikolochmann	O
@honey_yoyo	O
Guter	B-positive_feedback
song	I-positive_feedback
😏	I-positive_feedback
	
Mr.	O
Dinosaur	O
ja	O
das	O
frag	O
ich	O
mich	O
auch	O
!	O
	
anne	O
bocke	O
und	O
dann	O
muss	O
Mann	O
sich	O
noch	O
waschen	O
	
Am	O
anfang	O
dachte	O
ich	O
schon	O
es	O
geht	O
um	O
ein	O
mädchen	O
oder	O
macht	O
doch	O
mal	O
sowas	O
word	O
sicher	O
alle	O
mädels	O
gefaplen	O
=)	O
	
ich	O
bring	O
meine	O
Tastatur	O
um	O
!!!!!!!!!!!!!!!!!!	O
	
Hast	O
du	O
grad	O
meine	O
Mutter	O
beleidig	O
?	O
	
ich	O
schlafe	O
in	O
der	O
boxershort	O
meines	O
freundes	O
und	O
top	O
:D	O
,	O
die	B-compliment
mütze	I-compliment
steht	I-compliment
dir	I-compliment
echt	I-compliment
super	I-compliment
:)	I-compliment
	
alle	O
hater	O
sind	O
schei	O
...	O
...	O
ße	O
	
15minuten	O
im	O
Bad	O
wegen	O
Stylling	O
	
+	O
Steven	O
Brauns	O
du	O
bist	O
ein	O
arschloch	O
	
What	O
the	O
fuck	O
personifizierte	O
talentfreiheit	O
und	O
drauf	O
noch	O
voll	O
schwul	O
	
Ich	O
brauch	O
im	O
Bad	O
5	O
Minuten	O
:	O
zähne	O
putzen	O
,	O
auf	O
Klo	O
gehen	O
,	O
Haare	O
kämmen	O
ich	O
dusche	O
immer	O
abends	O
	
Das	B-positive_feedback
ist	I-positive_feedback
geiel	I-positive_feedback
	
merk	O
ich	O
einfach	O
...	O
Ist	O
doch	O
meine	O
Sache	O
was	O
ich	O
denke	O
oder	O
?	O
;)	O
	
Meins	B-affection_declaration
auch	I-affection_declaration
wenn	I-affection_declaration
ich	I-affection_declaration
euch	I-affection_declaration
sehe	I-affection_declaration
:)	I-affection_declaration
	
Hammer	B-positive_feedback
Geil	I-positive_feedback
*_*	I-positive_feedback
	
🤗	B-positive_feedback
	
Neee	O
🤣	O
😅	O
	
Ich	O
hab	O
ne	O
frage	O
WIE	O
HEIßT	O
DAS	O
NEUE	O
VIDEO	O
	
Ey	B-positive_feedback
das	I-positive_feedback
ist	I-positive_feedback
ganz	I-positive_feedback
gut	I-positive_feedback
	
Namika	O
:)	O
lieblingsmensch	O
gel	O
:)	O
	
Ich	O
bin	O
ein	O
mädschen	O
und	O
brauche	O
höstetns	O
5	O
min	O
im	O
bad	O
eigentlich	O
2	O
min	O
und	O
ich	O
bin	O
nie	O
so	O
gut	O
gelaunt	O
wenn	O
ich	O
aufstehe	O
und	O
ich	O
bleib	O
dann	O
auch	O
noch	O
länger	O
im	O
bett	O
liegen	O
und	O
wenn	O
ich	O
mit	O
allem	O
vertich	O
bin	O
dann	O
trinke	O
ich	O
noch	O
schnell	O
was	O
und	O
gehe	O
los	O
	
Roman	O
sieht	O
voll	O
geschminkt	O
aus	O
	
von	O
shape	O
of	O
you	O
	
2	O
bis	O
3	O
min	O
	
Ha	O
ha	O
,	O
die	O
stelle	O
wo	O
du	O
deine	O
pyamas	O
aus	O
deiner	O
kindheit	O
zeigst	O
ist	O
so	O
schon	O
süß	O
und	O
dann	O
die	O
stimme	O
dazu	O
...	O
einmalig	O
!	O
;)	O
Ich	O
habe	O
auch	O
noch	O
Snoopy	O
Nachthemden	O
und	O
schlafanzüge	O
zu	O
hause	O
.	O
Ich	O
glaube	O
,	O
da	O
musste	O
fast	O
jeder	O
durch	O
!	O
:)	O
	
4	O
min	O
	
Och	O
gott	O
wenn	O
du	O
das	O
daraus	O
gelesen	O
hast	O
worauf	O
ich	O
hinaus	O
wollte	O
selber	O
schuld	O
.	O
Ende	O
des	O
''	O
Gesprächs	O
''	O
.	O
	
ungefähr	O
eine	O
Stunde	O
	
an	O
den	O
hohen	O
tönen	O
solltet	O
ihr	O
noch	O
arbeiten	O
!!!!!!	O
	
voll	O
gespuckt	O
roman	O
	
Panda	O
Face	O
äh	O
,	O
ich	O
...	O
❤	O
😀	O
	
Wenn	O
ihr	O
sie	O
so	O
scheiße	O
findet	O
wieso	O
guckt	O
/	O
hört	O
ihr	O
euch	O
die	O
Videos	O
von	O
denen	O
dann	O
an	O
?	O
:D	O
meine	O
Fresse	O
.	O
	
#waahnsinn	B-positive_feedback
!!	I-positive_feedback
:D	I-positive_feedback
	
habt	O
ihr	O
es	O
auch	O
immer	O
gesehen	O
,	O
wenn	O
Roman	O
gespuckt	O
hat	O
beim	O
sprechen	O
?	O
xd	O
	
haha	O
fail	O
man	O
ihr	O
koennt	O
nicht	O
singen	O
und	O
seit	O
schlecht	O
macht	O
das	O
mal	O
besser	O
und	O
versucht	O
es	O
in	O
englisch	O
vllt.	O
hört	O
sich	O
das	O
ja	O
bessern	O
man	O
aber	O
so	O
blamiert	O
ihr	O
euch	O
;)	O
	
ich	O
schlafe	O
in	O
karohosen	O
und	O
longshirt	O
....	O
ich	O
hätte	O
gern	O
einen	O
einteiler	O
aber	O
ich	O
find	O
sie	O
nicht	O
in	O
meiner	O
größe	O
^^	O
	
Ich	O
hab	O
euch	O
Grad	O
im	O
Fernsehen	O
gesehen	O
und	O
finde	O
ihr	O
habt	O
eure	O
goldene	O
Kamera	O
echt	O
verdient	O
	
schon	O
wieder	O
so	O
eine	O
lappen	O
Parodie	O
-	O
.	O
-	O
wieso	O
haben	O
die	O
eine	O
mill	O
??	O
es	O
gibt	O
andere	O
ytber	O
die	O
10mal	O
besser	O
sind	O
und	O
nur	O
100k	O
oder	O
weniger	O
	
DEINE	O
MUTTER	O
IST	O
SCHEIßE	O
	
das	O
ist	O
nicht	O
scheiße	O
das	B-positive_feedback
ist	I-positive_feedback
geil	I-positive_feedback
ihr	B-affection_declaration
seit	I-affection_declaration
süß	I-affection_declaration
	
15	O
minuten	O
	
<3	O
	
Ich	O
brauche	O
mindestens	O
1	O
Stunde	O
im	O
Bad	O
	
Bin	O
ein	O
Mädchen	O
und	O
brauvh	O
max.	O
7	O
min	O
.	O
im	O
Bad	O
	
15	O
min	O
	
Ich	O
brauch	O
umgefer	O
10	O
-20	O
Minuten	O
😄	O
	
2	O
Stunden	O
brauche	O
ich	O
im	O
Bad	O
😂	O
	
+	O
Handy	O
King	O
ja	O
:D	O
	
Ey	O
lochis	O
macht	O
mal	O
mehr	O
Videos	O
ok	O
:-)	O
	
R	O
	
Wie	O
alt	O
seid	O
ihr	O
?	O
10	O
?	O
	
trifft	O
nicht	O
wirklich	O
zu	O
trotzdem	O
cooles	B-positive_feedback
Video	I-positive_feedback
	
Ich	O
brauche	O
1:30	O
minuten	O
	
#snapchatArmy	O
@heikolochmann	O
@mkoormann14	O
	
Ich	O
schlafe	O
im	O
Sommer	O
in	O
Boxershorts	O
und	O
weiten	O
T-Shirt	O
und	O
im	O
Winter	O
in	O
süßen	O
/	O
albernen	O
Pyjaman	O
.	O
Mein	O
liebster	O
ist	O
mit	O
Mickey	O
Maus	O
Muster	O
und	O
auch	O
wenn	O
andere	O
in	O
meinem	O
Alter	O
das	O
peinlich	O
finden	O
,	O
find	O
ich	O
es	O
einfach	O
klasse	O
und	O
schäm	O
mich	O
auch	O
nicht	O
bei	O
der	O
Klassen-	O
/	O
Kursfahrt	O
damit	O
rumzulaufen	O
:D	O
	
Das	O
bin	O
ich	O
😂	O
	
sehr	B-positive_feedback
cooles	I-positive_feedback
lied	I-positive_feedback
	
Also	O
ich	O
frühstücke	O
nie	O
😂	O
😅	O
	
genau	O
der	O
gleiche	O
kommi	O
wie	O
bei	O
ausenseiter	O
und	O
ytitti	O
ihr	O
werdet	O
jedes	O
jahr	O
beschissener	O
und	O
beschissener	O
....	O
	
Also	O
man	O
braucht	O
nicht	O
drum	O
rum	O
reden	O
,	O
es	O
ist	O
von	O
Alexi	O
Bexi	O
!	O
ABER	O
!	O
Es	B-positive_feedback
ist	I-positive_feedback
gut	I-positive_feedback
!	I-positive_feedback
Das	O
einzige	O
,	O
was	O
ihr	O
ändern	O
solltet	O
ist	O
,	O
der	O
Videotitel	O
.	O
Der	O
ist	O
nämlich	O
komplett	O
gleich	O
,	O
wie	O
bei	O
den	O
videos	O
von	O
alexibexi	O
...	O
LG	O
	
#snapchatarmy	O
@heikolochmann	O
@andrea_rudolf01	O
	
ich	O
brauche	O
3	O
min	O
im	O
bad	O
	
Sorry	O
hab	O
mich	O
verschrieben	O
	
Ich	O
bleib	O
in	O
Bet	O
liegen	O
	
Ich	O
bleibe	O
immer	O
10	O
minuten	O
I'm	O
bard	O
morgens	O
	
Ich	O
brauch	O
im	O
Bad	O
5	O
-	O
10	O
Minuten	O
(	O
Mädchen	O
)	O
	
Ich	O
brauche	O
ungefähr	O
5	O
-	O
6	O
min	O
.	O
(	O
Mädchen	O
)	O
	
ihr	B-affection_declaration
seid	I-affection_declaration
die	I-affection_declaration
besten	I-affection_declaration
	
Flo	O
rida	O
going	O
	
ich	O
weiss	O
nicht	O
wieso	O
aber	O
ich	O
bin	O
voll	O
aufgeregt	O
haha	O
ich	O
schau	O
mir	O
grade	O
wieder	O
all	O
deine	O
alten	O
videos	O
ann	O
ommggg	B-positive_feedback
ich	I-positive_feedback
liebe	I-positive_feedback
sie	I-positive_feedback
so	I-positive_feedback
#memories	O
	
ich	O
poste	O
mal	O
meins	O
als	O
response	O
weil	O
es	O
ein	O
date	O
ist	O
lol	O
	
Hamma	B-positive_feedback
*	I-positive_feedback
-	I-positive_feedback
*	I-positive_feedback
	
Roman	O
und	O
heiko	O
ich	O
weiss	O
das	O
ich	O
ein	O
bisschen	O
zu	O
spät	O
bin	O
Aber	O
könnt	O
ihr	O
vielleicht	O
an	O
die	O
grundschule	O
in	O
scheessel	O
kommen	O
könnt	O
bitte	O
ok	O
dan	O
bis	O
dan	O
vielleicht	O
sehen	O
wir	O
uns	O
ja	O
schau	O
	
Bei	O
mir	O
klingelt	O
um	O
7:30	O
fertig	O
also	O
3	O
Einhalb	O
Stunden	O
👍🏻	O
	
ich	B-affection_declaration
liebe	I-affection_declaration
euch	I-affection_declaration
!!	I-affection_declaration
in	B-positive_feedback
meinem	I-positive_feedback
Zimmer	I-positive_feedback
sind	I-positive_feedback
poster	I-positive_feedback
von	I-positive_feedback
euch	I-positive_feedback
!!	I-positive_feedback
✌	I-positive_feedback
✌	I-positive_feedback
✌	I-positive_feedback
✌	I-positive_feedback
👍	I-positive_feedback
👍	I-positive_feedback
👍	I-positive_feedback
👍	I-positive_feedback
👍	I-positive_feedback
	
Oh	O
you	O
poor	O
cutey	O
,	O
holds	O
tightly	O
!	O
*	O
hugs	O
*	O
hehe	O
xx	O
	
Tolle	B-positive_feedback
Idee	I-positive_feedback
:)	I-positive_feedback
	
Tolles	B-positive_feedback
Video	I-positive_feedback
!	I-positive_feedback
Weiter	B-encouragement
so	I-encouragement
(	I-encouragement
:	I-encouragement
	
Hammer	B-positive_feedback
🙈	I-positive_feedback
🙉	I-positive_feedback
🙊	I-positive_feedback
	
+	O
Dave	O
Gamart	O
Unterhaltung	O
dient	O
auch	O
zur	O
Beschäftigung	O
Da	O
du	O
dir	O
dieses	O
Video	O
angeguckt	O
hast	O
und	O
es	O
kommentiert	O
hast	O
hat	O
es	O
dich	O
ja	O
in	O
irgendeiner	O
Weise	O
unterhalten	O
	
Ich	B-affection_declaration
liebe	I-affection_declaration
euch	I-affection_declaration
lochis	I-affection_declaration
schon	B-group_membership
seit	I-group_membership
2	I-group_membership
jahren	I-group_membership
bin	I-group_membership
ich	I-group_membership
einfan	I-group_membership
könnt	O
ihr	O
mir	O
sagen	O
wann	O
ihr	O
wieder	O
ein	O
konzert	O
habt	O
	
Ihr	B-affection_declaration
seid	I-affection_declaration
so	I-affection_declaration
cool	I-affection_declaration
	
Kenne	O
